feature,importance
total_utilization,0.20720773629778827
number_inpatient,0.16077886773792363
num_lab_procedures,0.13563235523171807
num_medications,0.1125761510714732
number_diagnoses,0.08806542556573875
age_numeric,0.07959825215892012
time_in_hospital,0.07780010812896468
num_procedures,0.055056180800274655
number_emergency,0.03939096655136207
number_outpatient,0.03310793223270309
high_medication_count,0.010786024223133576
