feature,importance
total_utilization,0.25575489928090134
number_inpatient,0.22709431342460124
num_lab_procedures,0.08827175960284385
number_diagnoses,0.08408080849648626
num_medications,0.0828940937664972
age_numeric,0.06825032845033596
time_in_hospital,0.05493803944163821
number_emergency,0.04600532075531868
num_procedures,0.04297277858627055
number_outpatient,0.039456629557051946
high_medication_count,0.010281028638054829
